station_id,lat,lon,cluster_id
482,19.459553,-99.185111,7
483,19.460292,-99.188303,7
484,19.455986,-99.165966,10
485,19.428679,-99.206605,21
486,19.45272,-99.158014,16
487,19.444826,-99.178393,17
488,19.449098384943877,-99.15995210414621,16
489,19.437334,-99.169573,19
490,19.430267,-99.14861,14
491,19.449023,-99.179622,17
492,19.363024,-99.182889,15
493,19.450506,-99.157375,16
494,19.453965040246473,-99.15246807044241,16
495,19.350776,-99.155379,2
496,19.363153,-99.186963,15
497,19.350062,-99.160024,2
498,19.344842,-99.157702,2
499,19.344275,-99.149988,11
500,19.347503,-99.15244,11
501,19.347246,-99.15857,2
502,19.346419552561255,-99.14566911759721,11
503,19.362323,-99.148805,11
504,19.398858,-99.151211,13
505,19.353243,-99.163753,2
506,19.351576,-99.164567,2
507,19.382115,-99.153988,6
508,19.38748,-99.153876,13
509,19.375677,-99.152953,6
510,19.352052,-99.157981,2
511,19.384589,-99.150517,6
512,19.349149,-99.169646,2
513,19.346975,-99.178791,15
514,19.35675,-99.171769,20
515,19.381824,-99.148086,6
516,19.392523,-99.146194,22
517,19.420029,-99.140999,9
518,19.347283,-99.170834,2
519,19.351426,-99.175455,15
520,19.381277,-99.145804,6
521,19.35072,-99.146786,11
522,19.376367,-99.155872,6
523,19.42037,-99.146818,4
524,19.384623,-99.139817,22
525,19.375518,-99.144118,6
526,19.351578,-99.150941,11
527,19.388148,-99.148446,22
528,19.411609,-99.15314,4
529,19.377516,-99.148116,6
530,19.381804,-99.142997,6
531,19.399664,-99.145136,22
532,19.36576,-99.144413,11
533,19.390945,-99.142972,22
534,19.370133,-99.145866,6
535,19.418013,-99.144598,9
536,19.364528,-99.146988,11
537,19.412853,-99.138723,9
538,19.444053,-99.167429,19
539,19.419444,-99.149776,4
540,19.421599,-99.143408,9
541,19.387506,-99.146338,22
542,19.417133,-99.145649,9
543,19.39859,-99.137732,22
544,19.419509,-99.153227,4
545,19.372175,-99.146356,6
546,19.355544,-99.178992,15
547,19.410884,-99.144975,9
548,19.354876,-99.153611,11
549,19.3548028,-99.1754194,15
550,19.394422,-99.143291,22
551,19.447028903088047,-99.15431119504319,16
552,19.443238843979106,-99.20280866324902,21
553,19.362041,-99.175158,15
554,19.354886,-99.184642,15
555,19.416221,-99.134909,9
556,19.408649,-99.151126,4
557,19.3614885,-99.1774325,15
558,19.423056,-99.134941,14
559,19.3588634,-99.1829297,15
560,19.358634,-99.152732,11
561,19.415713,-99.141227,9
562,19.352203,-99.178393,15
563,19.454257,-99.172593,10
564,19.349277,-99.164921,2
565,19.4645,-99.16948,10
566,19.40697,-99.14383,9
567,19.409817,-99.141643,9
568,19.413235,-99.143476,9
569,19.399172,-99.140625,22
570,19.355809,-99.149393,11
571,19.372907,-99.149207,6
572,19.349307,-99.179074,15
573,19.367465,-99.148786,6
574,19.378281,-99.15841,1
575,19.462152,-99.178291,7
576,19.370586,-99.142294,6
577,19.357086311891955,-99.16019652040175,20
578,19.460356,-99.174283,10
579,19.351594,-99.184772,15
580,19.390019,-99.15111,22
581,19.41981,-99.135941,9
582,19.364106,-99.150541,11
583,19.465638,-99.186178,7
584,19.3589028,-99.1779972,15
585,19.4022115,-99.1533118,13
586,19.470485,-99.188509,7
587,19.4683001,-99.165619,10
588,19.464826,-99.163177,10
589,19.46669,-99.180302,7
590,19.396983,-99.155114,13
591,19.465377,-99.179197,7
592,19.464891,-99.177242,7
593,19.466423,-99.173061,10
594,19.468315,-99.177386,7
595,19.355942,-99.157461,11
596,19.356689,-99.153269,11
597,19.348076,-99.14906,11
598,19.451838,-99.154584,16
599,19.367131,-99.142838,6
600,19.423673,-99.147957,4
601,19.405358,-99.14316,9
602,19.392463,-99.150544,22
603,19.398143,-99.148333,22
604,19.361743,-99.143867,11
605,19.402088,-99.142976,22
606,19.456546,-99.169344,10
607,19.44046,-99.174564,17
608,19.395888,-99.145344,22
609,19.347698842866482,-99.18690070520825,15
610,19.461773,-99.162241,10
611,19.449773,-99.163136,19
612,19.455319,-99.181368,7
613,19.42649,-99.133537,14
614,19.352141,-99.16225,2
615,19.39091,-99.138953,22
616,19.345966,-99.172975,2
617,19.354411,-99.147795,11
618,19.352531,-99.164913,2
619,19.361371,-99.150619,11
620,19.344107,-99.155933,2
621,19.4551042,-99.1576905,10
622,19.453778,-99.163128,10
623,19.401175,-99.13748,22
624,19.4223,-99.139872,9
625,19.401018,-99.147952,22
626,19.346895,-99.163868,2
628,19.382606,-99.156592,1
629,19.379458,-99.140943,6
630,19.395063,-99.139476,22
631,19.361846,-99.186814,15
632,19.464964,-99.160455,10
633,19.3931,-99.152012,13
634,19.364577,-99.186288,15
635,19.408087,-99.137763,9
636,19.445916,-99.170401,19
637,19.414677,-99.136894,9
638,19.395205,-99.155049,13
639,19.412438,-99.188493,24
640,19.359863,-99.165065,20
641,19.417595,-99.140972,9
642,19.359256,-99.144433,11
643,19.3884304,-99.1397718,22
644,19.3447824,-99.1635837,2
645,19.387174,-99.143708,22
646,19.368156,-99.151883,6
647,19.4587727,-99.1644993,10
648,19.411768,-99.140899,9
649,19.384965,-99.1535881,6
650,19.360545,-99.147501,11
651,19.446383,-99.17598,17
652,19.389293,-99.156348,13
653,19.370891,-99.151577,6
654,19.379442,-99.150064,6
655,19.411398,-99.135655,9
656,19.469578,-99.189828,7
657,19.440924618966452,-99.20504942541811,21
658,19.413464371675584,-99.14802946153031,9
659,19.470699086375355,-99.17832344770432,7
660,19.394974,-99.138949,22
662,19.416239,-99.149542,4
663,19.4176712000745,-99.15278613567352,4
664,19.404668302672064,-99.13694635033607,9
665,19.40632606093993,-99.13877864484675,9
666,19.466952,-99.162928,10
